name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Cabbage (पत्ता गोभी)","Vegetables",39,51,"250g",100,"https://SubziQuick Express Harvest.in/assets/cabbage-C7XH7eRW.webp","Crispy, layered cabbage heads. Handpicked for weight and freshness. Great for salads, munchurian, and daily sabzi.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":40},{""weight"":""500g"",""price"":21,""stock"":50},{""weight"":""1 kg"",""price"":39,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":74,""stock"":40}]"
"Cauliflower (फूल गोभी)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/cauliflower-WZg6dOQr.webp","Snow-white cauliflower heads. Hand-selected for zero-worms and maximum freshness. Ozone-washed for safety.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Green Peas (मटर)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/pea_new-DmrNXIIb.webp","Sweet and tender seasonal peas. Sourced from local MP farms to ensure every pod is full and flavorful.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Bottle Gourd (लौकी)","Vegetables",59,77,"250g",100,"https://SubziQuick Express Harvest.in/assets/lauki-BhtDiy89.webp","Hydrating and light Lauki. Perfect for weight-loss juices and healthy family meals. Sourced fresh daily.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":32,""stock"":50},{""weight"":""1 kg"",""price"":59,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":112,""stock"":40}]"
"Sponge Gourd (गिलकी)","Vegetables",92,120,"250g",100,"https://SubziQuick Express Harvest.in/assets/gourd_new-D5RFp2EB.webp","Soft and tender Gilki, easy to cook and highly nutritious. A staple for every Bhopal household.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":28,""stock"":40},{""weight"":""500g"",""price"":51,""stock"":50},{""weight"":""1 kg"",""price"":92,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":175,""stock"":40}]"
"Black Brinjal (काला बैंगन)","Vegetables",72,94,"250g",100,"https://SubziQuick Express Harvest.in/assets/BlackBrinjal-CoOd3jik.webp","Round, shiny black baingan. Perfect for stuffing and roasting. Freshly harvested for the best texture.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":22,""stock"":40},{""weight"":""500g"",""price"":40,""stock"":50},{""weight"":""1 kg"",""price"":72,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":137,""stock"":40}]"
"Green Brinjal (हरा बैंगन)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/brinjal-qkmIK3vf.webp","Tender round green baingan. Sweet and soft flesh, ideal for traditional Indian curries.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Long Brinjal (लंबा बैंगन)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/LongBrinjal-BC_NS1qz.webp","Premium long black variety. Less seeds and soft texture, perfect for stir-fries and tawa fry.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Bharta Brinjal (भर्ता बैंगन)","Vegetables",60,78,"250g",100,"https://SubziQuick Express Harvest.in/assets/BhartBrinjal-CAtIGyK-.webp","Extra-large baingan specially selected for roasting (Bhartmaking). Smoky flavor and meaty texture.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":114,""stock"":40}]"
"Okra (भिंडी)","Vegetables",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/okra-qJKZx8eP.webp","Fresh, tender Lady Finger. Handpicked for small size and softness to ensure non-sticky cooking.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"Pumpkin (कद्दू)","Vegetables",40,52,"250g",100,"https://SubziQuick Express Harvest.in/assets/pumpkin-B8b34ygS.webp","Sweet, vibrant yellow pumpkin. High in Vitamin A and fiber. Great for sweet and savory dishes.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":12,""stock"":40},{""weight"":""500g"",""price"":22,""stock"":50},{""weight"":""1 kg"",""price"":40,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":76,""stock"":40}]"
"Apple Gourd (टिंडा)","Vegetables",100,130,"250g",100,"https://SubziQuick Express Harvest.in/assets/AppleGourd-BUVVc1Rj.webp","Fresh, seasonal Tinda. Light and easy on the stomach, perfect for a healthy lunch.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":40},{""weight"":""500g"",""price"":55,""stock"":50},{""weight"":""1 kg"",""price"":100,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":190,""stock"":40}]"
"Cluster Beans (गवार फली)","Vegetables",120,156,"250g",100,"https://SubziQuick Express Harvest.in/assets/ClusterBeans-Bh_eUKdG.webp","Nutritious and fresh Gawar Phali. Rich in fiber and protein, sourced from local sustainable farms.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Broad Beans (सेम)","Vegetables",38,49,"250g",100,"https://SubziQuick Express Harvest.in/assets/Broadbeans-CxzFqgUC.webp","Fresh seasonal Broad Beans (Sem). High fiber content and authentic farm taste. Perfect for winter meals.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":11,""stock"":40},{""weight"":""500g"",""price"":21,""stock"":50},{""weight"":""1 kg"",""price"":38,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":72,""stock"":40}]"
"Ivy Gourd (कुंदरू)","Vegetables",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/ivy_gourd_new-DuXGglU-.webp","Crunchy and fresh Kundru. Great for dry sabzi and high in vitamins. Sourced daily.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"Bitter Gourd (Small) (करेली)","Vegetables",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/karela-DDITaoiG.webp","Small, extra-bitter kareli. Packed with medicinal benefits. Handpicked for quality and size.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"Pointed Gourd (परवल)","Vegetables",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/pointed_gourd_new-DTE1cW4m.webp","Fresh Parwal from local farms. Known for its digestive benefits and great taste in traditional curries.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"Cucumber (खीरा)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/Cucumber-CTa_c7rh.webp","Cool and crunchy salad cucumber. High water content, perfect for hydration. Cleaned and ready to eat.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Indian Gooseberry (आंवला)","Vegetables",70,91,"250g",100,"https://SubziQuick Express Harvest.in/assets/IndianGooseberry-BlkB7kd3.webp","Powerhouse of Vitamin C. Fresh green Amla for immunity-boosting juices and pickles.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":21,""stock"":40},{""weight"":""500g"",""price"":39,""stock"":50},{""weight"":""1 kg"",""price"":70,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":133,""stock"":40}]"
"Lemon (नींबू)","Vegetables",160,208,"250g",100,"https://SubziQuick Express Harvest.in/assets/lemons_pic-BIt4rxnw.webp","Juicy, thin-skinned yellow lemons. Essential for every kitchen. Sourced fresh to ensure maximum juice.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":48,""stock"":40},{""weight"":""500g"",""price"":88,""stock"":50},{""weight"":""1 kg"",""price"":160,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":304,""stock"":40}]"
"Bitter Gourd (Big) (करेला)","Vegetables",80,104,"250g",100,"https://SubziQuick Express Harvest.in/assets/bitter_gourd_big-ByjTGBK9.webp","Regular Karela, handpicked for firmness and green color. Best for stuffing and healthy bitter recipes.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":24,""stock"":40},{""weight"":""500g"",""price"":44,""stock"":50},{""weight"":""1 kg"",""price"":80,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":152,""stock"":40}]"
"French Beans (बीन्स)","Vegetables",120,156,"250g",100,"https://SubziQuick Express Harvest.in/assets/FrenchBeans-DYQnqPSu.webp","Tender and crisp French Beans. Strings removed, ready for your continental and Indian dishes.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":36,""stock"":40},{""weight"":""500g"",""price"":66,""stock"":50},{""weight"":""1 kg"",""price"":120,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":228,""stock"":40}]"
"Yardlong Beans (बरबटी)","Vegetables",49,64,"250g",100,"https://SubziQuick Express Harvest.in/assets/long_bean_new-tY1dbW4B.webp","Fresh and long Barbati beans. High in nutrients and sourced from local Bhopal Farm Direct Wholesale daily.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":15,""stock"":40},{""weight"":""500g"",""price"":27,""stock"":50},{""weight"":""1 kg"",""price"":49,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":93,""stock"":40}]"
"Raw Banana (कच्चा केला)","Vegetables",60,78,"250g",100,"https://SubziQuick Express Harvest.in/assets/RawBanana-C1FqAP78.webp","Green bananas for authentic chips and healthy vegetable recipes. High in starch and minerals.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":114,""stock"":40}]"
"Mushroom (मशरूम (Mushroom))","Vegetables",70,91,"1 packet",100,"https://SubziQuick Express Harvest.in/assets/shiitake-DoyK_IBs.webp","Farm-pure button mushrooms. White, firm, and hygienically packed for your gourmet cooking.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""1 packet"",""price"":70,""stock"":50}]"
"Drumstick (मुनगा (Drumstick))","Vegetables",30,39,"250g",100,"https://SubziQuick Express Harvest.in/assets/SubziQuick Express Harvest_Drumsticks-B1BEO0_E.webp","Fresh, tender drumsticks. Essential for Sambar and healthy South Indian curries. Sourced from local trees.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":17,""stock"":50},{""weight"":""1kg"",""price"":30,""stock"":50}]"
"Premium Banana (प्रीमियम केला)","Fruits",25,40,"6 pcs",100,"https://SubziQuick Express Harvest.in/assets/banana-DVDXiriU.webp","Soft, ripe, and naturally sweet organic bananas. Packed with potassium for your daily energy boost.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""6 pcs"",""price"":25,""stock"":50},{""weight"":""12 pcs"",""price"":25,""stock"":50},{""weight"":""24 pcs"",""price"":25,""stock"":50}]"
"Red Apple (सेब)","Fruits",150,195,"250g",100,"https://SubziQuick Express Harvest.in/assets/RedApple_Poster-Ojv_2RV7.webp","Crisp, sweet, and juicy red apples sourced from the best orchards. Perfect for a healthy daily snack.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":45,""stock"":40},{""weight"":""500g"",""price"":83,""stock"":50},{""weight"":""1 kg"",""price"":150,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":285,""stock"":40}]"
"Guava (अमरूद)","Fruits",60,78,"250g",100,"https://SubziQuick Express Harvest.in/assets/Guava-CDA6XZWE.webp","Sweet, Vitamin-C rich guavas with a soft pink/white heart. Sourced fresh to ensure peak ripeness.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Store at room temp","[{""weight"":""250g"",""price"":18,""stock"":40},{""weight"":""500g"",""price"":33,""stock"":50},{""weight"":""1 kg"",""price"":60,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":114,""stock"":40}]"
